userid,track,artist,genre,city,time,day
FF83A36A,Different Morals,unknown,dance,Shelbyville,21:51:54,Wednesday
FB553184,I'll Show You,Oshin,rnb,Shelbyville,14:25:07,Monday
686E00B7,My Daughter,Pascol,k-pop,Shelbyville,13:05:11,Wednesday
B5540392,DLBM,unknown,rusrap,Shelbyville,21:02:59,Friday
7F6380C7,Podumay,OL,dance,Shelbyville,20:24:20,Wednesday
C30A39E4,The Trees They Do Grow High,Pentangle,folkrock,Shelbyville,13:58:18,Monday
9918636E,Thegns,Matthew Avery,classical,Shelbyville,14:54:57,Friday
449A4FE4,Explosion - Original Mix,Kalwi & Remi,electronic,Shelbyville,13:30:41,Wednesday
B4B263CD,Call of the Mountains,Alfredo Antonini,pop,Shelbyville,13:27:40,Friday
56834721,unknown,unknown,rock,Shelbyville,20:29:27,Friday
DCDB2326,Na Na,KLADE Bersan,rusrap,Shelbyville,14:22:26,Wednesday
4632CB7F,Ramona,Ismael Rivera,latin,Shelbyville,14:28:02,Wednesday
C35F051C,It Never Was the Same,The Twilight Sad,indie,Shelbyville,21:20:37,Wednesday
47A71FE2,Raise My Rent,David Gilmour,rock,Shelbyville,20:18:32,Wednesday
B6204980,Hurrt,Booker,rusrap,Shelbyville,21:16:19,Wednesday
2CB58E65,Highway To Hell,Various Artists - AC/DC Tribute,rock,Shelbyville,13:13:06,Wednesday
B7EBB82B,Broke Vows,Lord Bones,hiphop,Shelbyville,14:54:41,Wednesday
A476B8FC,Adibass,Orgonite,electronic,Shelbyville,08:25:23,Wednesday
3F4F3EC7,Flying Drugs,Pedro Bromfman,soundtrack,Shelbyville,09:29:02,Monday
BFC7D122,Heartbeat,Justs Sirmais,pop,Shelbyville,13:24:25,Wednesday
66790D0D,Warned You,Good Morning,rock,Shelbyville,20:26:43,Monday
8E9A6282,Stars,Dallerium,future,Shelbyville,09:37:55,Wednesday
792F5172,A Monster Like Me,Mørland & Debrah Scarlett,pop,Shelbyville,14:57:19,Monday
C766403A,Heat of the Moment,MEMBA,electronic,Shelbyville,08:50:49,Monday
2622DAE6,Save Ourselves,Chimaira,metal,Shelbyville,14:34:35,Wednesday
F2AA20F6,Astronaut,Jake Miller,pop,Shelbyville,14:17:54,Monday
768FD07F,The One You Left to Die,The Pineapple Thief,rock,Shelbyville,21:00:59,Friday
E024CEC8,Lunar VIP,Rudebrat,dance,Shelbyville,08:12:16,Friday
B108E39B,Seleccion De Temas De Astor Piazzolla,Sexteto Mayor,argentinetango,Shelbyville,21:32:57,Friday
C3DBCD27,Sugar Shack,Jimmy Gilmore & The Fireballs,pop,Shelbyville,14:26:32,Monday
8FFD4AF5,The Eternal,Joy Division,rock,Shelbyville,21:46:44,Wednesday
E0F60A61,Perfect Strangers,Pink Jeep,dance,Shelbyville,21:02:43,Friday
B80018D9,Rock the Boat,The Hues Corporation,rnb,Shelbyville,08:16:53,Monday
26A38FBE,Shadow of the Sun,Justin Bell,classical,Shelbyville,08:55:57,Friday
FF7898E5,Fantasy Flight,Mike Pinder,rock,Shelbyville,21:05:29,Monday
AB5064AB,Heartbeat Loud,Fiora,dance,Shelbyville,13:23:42,Friday
564D4534,Badness,unknown,dance,Shelbyville,09:33:36,Monday
FD1C7B93,Dreamer,unknown,rusrock,Shelbyville,14:06:16,Wednesday
9BD65683,Nicotine,Shawn Cooley,hiphop,Shelbyville,20:02:03,Wednesday
B318FB12,Czornaja panna,Litvintroll,rock,Shelbyville,09:57:44,Friday
8AAEE87,The Hit,TWRP,electronic,Shelbyville,20:01:34,Wednesday
EDC80809,Doesn't Really Matter,Platinum Blonde,pop,Shelbyville,13:56:42,Wednesday
3CAC9016,Just A Friend,Biz Markie,rap,Shelbyville,13:59:16,Monday
85F63186,BOZHE,unknown,rusrap,Shelbyville,08:06:00,Monday
1389306B,Livin' on a Prayer,Bedlight for Blue Eyes,rock,Shelbyville,20:19:06,Friday
2F10F36E,Vices [feat. Liam Cormier],Silverstein,posthardcore,Shelbyville,20:16:01,Wednesday
56D2D7AE,N.U.N.C.A.,Danna Paola,latin,Shelbyville,08:52:50,Monday
BC552A32,Water of Life,Water Of Life Project,ruspop,Shelbyville,20:42:35,Wednesday
D439389B,Aqua,unknown,rusrap,Shelbyville,21:20:38,Wednesday
E84418F,It's My Party,Leslie Gore,rock,Shelbyville,09:17:47,Friday
73D598A9,Feel,Legend B pres. Cenith X,electronic,Shelbyville,13:38:40,Wednesday
7CBD2F47,The Wolf,Cold Blue,dance,Shelbyville,08:47:57,Friday
D76663DF,Magic Pool,Club Camarillo,dance,Shelbyville,14:53:42,Wednesday
4D83506D,Mask,unknown,dance,Shelbyville,13:41:22,Monday
C1B5BABB,Love Is Dead,Brett Anderson,rock,Shelbyville,09:36:16,Monday
DF27C2E2,Our House,Solomon Childs,hiphop,Shelbyville,21:29:06,Monday
BCBBF209,Azafata,Johnny Vazquez,latin,Shelbyville,21:08:39,Wednesday
54359B6,Healed,Matt Ryd,rock,Shelbyville,20:47:20,Friday
5C9E8FC6,Mana Mana,ABC Kids,soundtrack,Shelbyville,21:23:37,Wednesday
84E98AF0,The Battle Of Alisdair,The Belfast Harp Orchestra,folk,Shelbyville,20:01:53,Friday
DE004BE5,Give me a reason to love you,Oriones,world,Shelbyville,08:10:19,Monday
983CA9D4,Head Case In The Crowd,Cricket Captains,local,Shelbyville,13:46:27,Wednesday
A9B388AA,I Turn to You,Melanie C,pop,Shelbyville,14:38:08,Monday
A8809D29,Talking with Strangers,Miya Folick,folk,Shelbyville,13:20:16,Monday
9F074BD7,Anyone Else But You,The Moldy Peaches,folk,Shelbyville,21:09:57,Monday
E166EE5B,A Thing Called Love,Wolfram,indie,Shelbyville,21:43:28,Friday
80B4099B,All I Have,Amarionette,rock,Shelbyville,09:43:13,Friday
B7928655,Blade,Sacha Collisson,blues,Shelbyville,08:46:24,Wednesday
2ED237B7,All You Need Is Love,The Hit Nation,rock,Shelbyville,13:13:22,Wednesday
748017C3,Alcohol,unknown,rusrap,Shelbyville,21:49:02,Monday
38BCFE73,Shakira,L´Autentika,latin,Shelbyville,14:04:46,Friday
EEE48B6F,Hypnos,Danito & Athina,electronic,Shelbyville,13:15:41,Monday
2B567F0D,Non Stop - iTunes Ringtone,REFLEX,ruspop,Shelbyville,09:52:49,Friday
76E06E09,Spoon,VEGAS BABY,rock,Shelbyville,20:46:49,Wednesday
1D47CA7F,You & I,Sons Of Maria,electronic,Shelbyville,20:22:10,Wednesday
FAD1575D,Counterfeit,Spree Wilson,pop,Shelbyville,09:14:50,Monday
766BB5E1,Koh Phangan,ChillOne,chill,Shelbyville,21:14:15,Monday
C511224B,I Don't Sell Molly No More,ILoveMakonnen,hiphop,Shelbyville,14:43:13,Wednesday
644B066D,If U Wanna Dance,Funk Off,world,Shelbyville,08:15:28,Friday
48E5ABC2,There Is A Light That Never Goes Out,Speedstar,pop,Shelbyville,21:44:51,Friday
EC123AF7,Dope Calypso,Violent Soho,rock,Shelbyville,09:57:55,Wednesday
1F7A5B2D,Mondo Bongo,Joe Strummer & The Mescaleros,alternative,Shelbyville,21:47:01,Friday
5A51D51D,Anno Epilogue,Oliver Davis,classical,Shelbyville,21:04:44,Wednesday
43F794D,Forevermore,Thurston Moore,alternative,Shelbyville,09:12:46,Friday
401033E5,Frolic (Curb Your Enthusiasm Theme),Luciano Michelini,soundtrack,Shelbyville,08:07:20,Friday
702D21AF,Greece 2000,Three Drives,electronic,Shelbyville,14:55:40,Wednesday
800FD94C,Restless Mind,Marius Ziska,rock,Shelbyville,21:17:23,Friday
5989002C,Skin & Bones,unknown,dance,Shelbyville,20:17:32,Wednesday
11DEDDA9,Tear the Pub Down,1916,rock,Shelbyville,14:23:25,Friday
16FB0329,Winter Night,unknown,dance,Shelbyville,20:12:37,Wednesday
5CCE7D42,Almost Home,Sultan + Shepard,dance,Shelbyville,21:40:32,Monday
35813F40,Big Red Rocket Of Love,Rev. Horton Heat,rnr,Shelbyville,21:11:34,Friday
AA286AD6,Jazz Session for Gentlemen,Late Night Music Paradise,jazz,Shelbyville,20:11:32,Friday
32758B85,Stairs,Jacob Pavek,rock,Shelbyville,14:59:48,Friday
5D28C8F1,That Thing You Do!,The Wonders,film,Shelbyville,20:56:37,Friday
FD435B1B,Auf uns,Andreas Bourani,pop,Shelbyville,09:29:58,Monday
9B0590FF,Jean Qui Rit Jean Qui Pleure,Riff Cohen,world,Shelbyville,20:38:24,Wednesday
3E4BFAA7,Mon Coeur Se Brise,Djam & Fam,pop,Shelbyville,09:52:48,Wednesday
9641F8F3,Yes Yes,Plump DJs,dance,Shelbyville,09:05:31,Monday
8C25097A,Church Of The Lonely,Cobi,singer,Shelbyville,20:37:21,Friday
CA662E7E,Are You Havin' Any Fun?,Tony Bennett With The Count Basie Orchestra,alternative,Shelbyville,08:51:17,Wednesday
8A1736FD,Mack the Knife,Bobby Darin,pop,Shelbyville,14:20:20,Friday
3B7CEAEC,So Long,MALFA,ruspop,Shelbyville,13:03:50,Wednesday
B0670B31,Dreamer,unknown,rusrock,Shelbyville,08:48:23,Monday
A40949C5,Perte de temps,KoperniK,rusrock,Shelbyville,21:23:10,Wednesday
3CAC5750,Are You Ready For Me,Pretty Vicious,rock,Shelbyville,20:47:59,Friday
F303ECAC,Aeon,Näo,electronic,Shelbyville,14:51:28,Wednesday
EB2EC618,unknown,unknown,unknown,Shelbyville,21:44:06,Monday
8D91F03F,Breaking the Mainframe,Tonebox,dance,Shelbyville,20:22:46,Wednesday
2C71851C,Going Back,Real Bodrit,rusrock,Shelbyville,21:53:09,Monday
4B533E3,Šampaňský Rag,Originální pražský synkopický orchestr,jazz,Shelbyville,21:59:48,Monday
FFA457D0,Believer,Keyshia Cole,urban,Shelbyville,09:06:24,Monday
B04171B1,Clones Can't Dance,EDITORSmmv,rock,Shelbyville,20:41:39,Wednesday
94E2AB9A,Gold Rays,Vinyl Pinups,pop,Shelbyville,21:34:37,Wednesday
CDFCD119,Water of Life,Water Of Life Project,ruspop,Shelbyville,20:42:26,Monday
3AEAB0CF,Option,✝✝✝ (Crosses),alternative,Shelbyville,13:07:35,Friday
3843A56E,Money,Pink Floyd Redux,pop,Shelbyville,20:57:19,Wednesday
48AE0BFB,Welcome to Russia,unknown,ruspop,Shelbyville,21:39:05,Wednesday
26079F7C,L.A.,The Find,film,Shelbyville,08:01:36,Friday
8F1F64DE,The Aviating,Gabriel Vitel,dance,Shelbyville,08:51:28,Friday
E7D17CEC,Remake,Kaney,dance,Shelbyville,22:00:18,Friday
F0F17483,Big Step Forward,LeStR,electronic,Shelbyville,20:08:49,Friday
15D63281,Dagestan,Sabine Kors,caucasian,Shelbyville,14:09:33,Monday
E5EA0005,Connor Theme,SayMaxWell,dance,Shelbyville,21:16:56,Friday
37DA44E2,Cough Cough,Everything Everything,alternative,Shelbyville,13:59:17,Monday
BF15A845,Invincible,Breakaway,rock,Shelbyville,21:35:00,Friday
CB8926DD,Guys Like You,Alia Fresco,drum,Shelbyville,21:46:49,Friday
7B6E7F98,Dynamita,Cally Roda,ruspop,Shelbyville,14:44:13,Friday
5F1031FE,All Hell For A Basement,Big Sugar,rock,Shelbyville,20:21:04,Wednesday
55B4FC79,unknown,unknown,unknown,Shelbyville,08:29:06,Friday
67EAF7F5,To Know You Is to Love You,Aldo Banfi,blues,Shelbyville,21:21:04,Wednesday
DACA71C4,Moonlight Caress,MacBeth,metal,Shelbyville,21:17:22,Monday
1F7CA36F,Porno Movie,Payper,reggae,Shelbyville,14:52:08,Friday
129445D8,We Avenge!,The Crown,extrememetal,Shelbyville,20:24:02,Friday
38820355,Shop Til You Drop Dead!,Cluster Buster,electronic,Shelbyville,20:10:37,Monday
EA91D00C,City Slickers,Break,drum,Shelbyville,09:06:45,Wednesday
4B30578F,Streets Of London,Ralph McTell,folk,Shelbyville,21:37:45,Monday
2FE25622,We Never Fear Dem - GTA5,unknown,reggae,Shelbyville,08:04:16,Monday
3CC069CC,Holy Water,Hembree,rock,Shelbyville,20:19:31,Friday
65F7FD9C,NEBOBLAKA,GAZIROVKA,rusrap,Shelbyville,20:45:27,Friday
750FF36C,"Delibes: Lakmé Act 1 Scene 4: No. 2 Duetto ""Dôme épais le jasmin"" (Lakmé Mallika)",Alain Lombard,classical,Shelbyville,09:15:55,Friday
3DC96848,Corré Morenita,Martina Camargo,world,Shelbyville,09:18:46,Monday
832D98D9,Play Hard,Boom the Bass,pop,Shelbyville,14:29:22,Friday
81689883,Babylon Step,Ed:It,dance,Shelbyville,20:22:46,Friday
D22606F6,Pression,Hesytap SQUAD feat. Roméo Elvis,hiphop,Shelbyville,21:55:01,Monday
DDDF081C,Stormi,Iosonouncane,electronic,Shelbyville,21:19:24,Monday
9834CCF,Alcina - Opera in three acts HWV34 (libretto after an episode from 'Orlando furioso' by Ludovico Ariosto) Act I Scene 2 Ballet: [Gavotte II],City of London Baroque Sinfonia/Simon Standage/Ian Watson/John Heley/Dorothy Linell/Richard Hickox,opera,Shelbyville,20:08:50,Wednesday
B103C670,Let's Apologize,Tove Naess,pop,Shelbyville,14:56:08,Monday
105E4E0A,I Am The One,EA Games Soundtrack,soundtrack,Shelbyville,09:23:27,Wednesday
5CB62E6D,I Pray,The Hustle Standard,soundtrack,Shelbyville,14:29:47,Monday
E271127B,Mistletoe and Wine,Mistletoe And Wine,holiday,Shelbyville,13:34:52,Friday
A6D494BA,I'm In Love With Coco,Young Sam,world,Shelbyville,08:57:35,Wednesday
90976188,Almost Home,unknown,dance,Shelbyville,09:29:54,Monday
7213E001,Atom Bomb Baby,The Five Stars,old,Shelbyville,13:58:18,Monday
B8B88409,Laulu Kahdesta Pennistä,Olavi Virta,pop,Shelbyville,20:08:28,Friday
AFF5A607,Shake It,unknown,dance,Shelbyville,14:50:15,Friday
9E1911B9,Grace,Cyril Hahn,electronic,Shelbyville,09:44:39,Monday
4158C45F,Frances and Her Friends,Frances Faye,pop,Shelbyville,20:19:17,Friday
13C62FC1,Deck The Halls,The Singers Unlimited,jazz,Shelbyville,13:32:25,Monday
9A3A6E15,Interstellar,unknown,dance,Shelbyville,21:17:05,Friday
284D1E7D,Keep Walking,unknown,electronic,Shelbyville,08:16:15,Wednesday
34112946,Baby Dance,Belly Dance Mania,pop,Shelbyville,20:34:43,Wednesday
98D8989D,La Domenica Andando Alla Messa,Miramare Street Singers,world,Shelbyville,14:12:14,Monday
AA592095,Savory,Jawbox,posthardcore,Shelbyville,20:18:26,Wednesday
A29C79E1,Floating,Paul & Marie Rein,easy,Shelbyville,13:23:54,Friday
907380C1,Geometry,Isis Signum,dance,Shelbyville,14:14:11,Monday
EA79A0E2,Gülmek Sadaka,unknown,pop,Shelbyville,20:25:33,Wednesday
51FA0956,Pohu,unknown,rusrap,Shelbyville,20:55:34,Friday
B6336591,Stereo,The Watchmen,pop,Shelbyville,13:57:27,Friday
5614F3C5,The Spider and the Fly,Alex Who?,rnb,Shelbyville,14:00:00,Friday
395467C1,Jolly Roger Symphony,unknown,dance,Shelbyville,21:47:15,Wednesday
8B4DF781,Silent Night,Hits Unlimited,holiday,Shelbyville,14:47:39,Wednesday
CD465103,Seventh Son of a Seventh Son,Iron Maiden,rock,Shelbyville,20:13:12,Wednesday
69752087,'Til the Dawn,The Troubled Three,rock,Shelbyville,20:13:58,Monday
D78FCFE3,Dippermouth Blues,unknown,jazz,Shelbyville,21:21:05,Monday
E6166172,You're Beautiful,Kenny G,rock,Shelbyville,09:05:50,Friday
40E76864,Victory,Crichy Crich,hiphop,Shelbyville,09:32:20,Monday
9088E737,O Konu,unknown,pop,Shelbyville,21:49:36,Wednesday
36301C,Valhalla,unknown,dance,Shelbyville,14:53:42,Monday
122531F3,Oi / Oi,FOLKPRO,rusrap,Shelbyville,21:40:16,Friday
733CAADB,"Captain America ""We Did It""",Alan Silvestri,soundtrack,Shelbyville,14:22:35,Wednesday
D3944101,Sinfonia,Mark Sixma,dance,Shelbyville,20:22:46,Wednesday
A068D7FC,Lucky,unknown,house,Shelbyville,21:53:25,Monday
87D1D7E9,Compton,BLKLBL,dance,Shelbyville,13:15:57,Monday
44CBBD64,If You Wanna Get To Heaven,Ozark Mountain Daredevils,rock,Shelbyville,21:29:15,Wednesday
D690DF7A,Harry's Code,Knox Brown,hiphop,Shelbyville,13:34:07,Friday
28F046A8,Latex,Mr. Oizo,dance,Shelbyville,21:59:53,Monday
7EC8585E,What You See/We All Bleed Red,Mutha's Day Out,pop,Shelbyville,09:28:59,Monday
5AD137F2,Sci-Fi,unknown,rusrap,Shelbyville,13:33:33,Monday
3D87DABB,Nerone: Vergini Muse ... Quando al soave anelito (Act 3),unknown,classical,Shelbyville,09:24:33,Wednesday
7EE3D6EC,Guitar Hero,Whiskey Train,rock,Shelbyville,20:41:40,Wednesday
5C7851F5,Georgia on my mind,Arnold T,dance,Shelbyville,20:23:25,Monday
1C61582F,Best Intentions,Goldrush,pop,Shelbyville,21:02:18,Friday
77A885BC,Dopeness,Tha Trickaz,dance,Shelbyville,21:09:46,Wednesday
30241000,The Origins,Excalibur,rock,Shelbyville,14:00:21,Wednesday
98D6BB03,Emavungweni,Cedric Brooks And The Divine Light,reggae,Shelbyville,21:01:29,Monday
4EF3524C,Nice Day remix by Chris Cox,Persephone's Bees,rock,Shelbyville,14:05:15,Friday
D16AD430,En Aranjuez Con Tu Amor,Glenn Serna,instrumental,Shelbyville,13:52:18,Friday
CC89E12A,Romance De Barrio,Anibal Troilo,latin,Shelbyville,14:28:18,Friday
BCED8B62,Tess-Timony,Ice Nine Kills,posthardcore,Shelbyville,13:37:36,Friday
5778C92,Alpenglow,Kevin Barnett,jazz,Shelbyville,21:56:56,Wednesday
FB9B2D91,Time,Robby Krieger (The Doors),rock,Shelbyville,14:00:31,Monday
9613B139,Hot Boy,Bobby Shmurda,rap,Shelbyville,21:22:49,Wednesday
858F037F,Wild Card,Louis Futon feat. ROZES,funk,Shelbyville,14:36:49,Friday
6899832C,unknown,unknown,unknown,Shelbyville,20:32:26,Friday
813357B,Jasmine,Nohidea,hiphop,Shelbyville,09:46:20,Monday
F620026A,Journey To The Center Of The Mind,Ramones,punk,Shelbyville,09:13:03,Monday
F8645FBC,Mexico,Gran Orquesta Plaza de Toros,latin,Shelbyville,21:18:05,Wednesday
C7BE9443,And I Love Her,The Reggae Specials,reggae,Shelbyville,14:15:55,Wednesday
C3E1A132,When The Sun Comes Down,R.I.O.,electronic,Shelbyville,14:55:28,Monday
5E0722,Afterglow 61,Son Volt,pop,Shelbyville,13:47:23,Wednesday
80AB2D45,Get Hyper,Droideka,electronic,Shelbyville,13:53:20,Friday
806B6076,Finder,Ninetoes,electronic,Shelbyville,08:42:13,Wednesday
2AD78C04,Underground Hustlin' (feat. Virus),Intrinzik,rock,Shelbyville,09:03:28,Friday
6428D365,Call Trevor (337-0626),Incredible' Me,metal,Shelbyville,21:41:54,Monday
55AEA7D7,Beautiful,Neon Lights,alternative,Shelbyville,08:01:47,Friday
BD560D84,No Lies,Ugly God,hiphop,Shelbyville,20:02:40,Wednesday
CF7F66B6,Sweat,Party Favor,electronic,Shelbyville,08:10:13,Monday
14231E8,Higher,D-Block & S-te-fan,dance,Shelbyville,21:06:39,Friday
2FDB56A6,Schenetti vs. Rivaz - Who Da Fuck - Radio Edit,Schenetti vs. Rivaz,unknown,Shelbyville,20:05:51,Monday
C7BE9443,You've Got to Hide Your Love Away,U.K's Session Musicians,pop,Shelbyville,14:27:19,Wednesday
47D3711A,You Are Not Alone,Bassleader,dance,Shelbyville,13:52:46,Monday
34975B26,On Lock,SFB,rap,Shelbyville,20:09:58,Monday
6D576F5A,100,Breezey Montana,rusrap,Shelbyville,09:41:05,Monday
85268580,Lolita,POKRAPIVA,ruspop,Shelbyville,14:17:08,Monday
398C46B7,Ready For,The TEL,rock,Shelbyville,21:03:54,Wednesday
680AAEDB,Bella ciao,Alex Guerrero,dance,Shelbyville,14:11:24,Wednesday
36701579,Hey,Kel,ruspop,Shelbyville,08:53:55,Wednesday
9AE7FE14,Vecchio frack,Dîno,pop,Shelbyville,20:48:56,Friday
F4B53654,Geese In The Bog/The Wind That Shakes The Barley,Waxies Dargle,world,Shelbyville,20:23:32,Wednesday
B99D7A9A,Nobody,unknown,pop,Shelbyville,20:00:09,Wednesday
A21D951A,Much More,Da Sunlounge,electronic,Shelbyville,13:01:09,Wednesday
AC5C4B4E,I Abomination,Hocico,industrial,Shelbyville,14:13:57,Wednesday
6C37A814,Royal Flush,KReal & Dima Graff,hiphop,Shelbyville,14:26:11,Friday
C4EA8D0D,Yo No Contaba Contigo,Gemeliers,pop,Shelbyville,21:53:18,Wednesday
E8FB0454,Wire,Aux Raus,dance,Shelbyville,14:45:21,Wednesday
7170F625,The Ring,National Philharmonic Orchestra,soundtrack,Shelbyville,08:02:43,Wednesday
B252AE87,Alice in Wonder Underground,Buck-Tick,rock,Shelbyville,08:56:33,Monday
82427A8D,Love in the 21st Century,Sin Cos Tan,electronic,Shelbyville,14:33:01,Wednesday
73D4ECEF,True,Selfieman,local,Shelbyville,13:24:54,Friday
5514BD27,Hold Me,Figgy,electronic,Shelbyville,09:17:08,Friday
1DE84A57,Marimba,Cherocky,rusrap,Shelbyville,21:37:34,Friday
96F25FFC,They Know,Royal Keil,hiphop,Shelbyville,09:00:08,Wednesday
91CCE315,Princeton Review,Team Sleep,alternative,Shelbyville,08:26:34,Monday
3C3CA9F9,Knockin' On Heaven's Door,Neïmo,alternative,Shelbyville,21:52:38,Wednesday
8AD7F441,Spirit,Majid Jordan,rnb,Shelbyville,21:06:45,Wednesday
835FCB78,Welcome to the Real World,Ran-D,hiphop,Shelbyville,21:38:47,Monday
E691C446,Sniegpārsliņas Ziemassvētki,Otra Puse Un Draugi,pop,Shelbyville,14:37:29,Monday
B3F95B34,Oceanarium,De Vega,chill,Shelbyville,14:59:46,Wednesday
20016087,Broken,Paul Oakenfold,electronic,Shelbyville,14:03:33,Friday
6DF72CF,The Forgotten (Secret Room),Ridiculon,rock,Shelbyville,20:36:08,Wednesday
C35F051C,A Forest (Short Cut),unknown,electronic,Shelbyville,21:19:20,Wednesday
ECD2B7B5,Swing That Thang,The Prairie Cats,jazz,Shelbyville,14:01:27,Friday
D347018E,Johnny B. Goode,Marty McFly,film,Shelbyville,14:03:31,Wednesday
86E0A14B,Novelette in F Major Op. 21 No. 1,Ronald Turini,classical,Shelbyville,08:18:00,Monday
720F093,Running from the Cops,Minutes Til Midnight,rock,Shelbyville,08:00:31,Monday
9E0ADD67,I Wish It Would Rain,Eddie Kendricks,rnb,Shelbyville,09:25:00,Friday
BD496BB,Mozart: Requiem in D minor K.626 - Lacrimosa,Konzertvereinigung Wiener Staatsopernchor,classical,Shelbyville,08:40:00,Monday
BD070859,Rock U,Supernatural,rnb,Shelbyville,13:52:38,Wednesday
595DBD27,Across the Stars,Temple of Venus,pop,Shelbyville,09:50:24,Friday
7FC43289,Dead Fingers Talking,Working For A Nuclear Free City,alternative,Shelbyville,09:44:35,Friday
9053562A,Love Me Like You Do,Party Blast,miscellaneous,Shelbyville,09:08:39,Monday
6C0E43EB,We Wish You a Merry Christmas,Oxford St. Peter's Choir,holiday,Shelbyville,21:21:59,Monday
A550D7EA,Morseton 2.0 (Elektro Pop Cut),unknown,electronic,Shelbyville,20:49:08,Wednesday
A4AEADDE,Life Style,IIIORDAN,rusrap,Shelbyville,20:48:18,Friday
3588B97E,It's Always the Same,Marc Collin,miscellaneous,Shelbyville,20:48:37,Wednesday
6B83D844,Afterparty,KAN,ruspop,Shelbyville,13:45:46,Wednesday
3E517F3D,Sexy Eyes,Whigfield,pop,Shelbyville,14:11:07,Wednesday
E55F6FE8,Solmussa,Pikku G,rap,Shelbyville,20:45:41,Monday
EC226D46,Symphony No. 3: Adagio; Allegro,Iceland Symphony Orchestra,classical,Shelbyville,14:12:02,Monday
4C5C9B94,Murka,Debauche,rock,Shelbyville,20:25:07,Monday
8A7C2B11,All for You,The Seasons,loungeelectronic,Shelbyville,21:37:06,Wednesday
199FA51E,Psalm of the Raven,Devanation,rock,Shelbyville,20:19:47,Monday
CAB1B35A,28,Ekibastuz,ruspop,Shelbyville,14:21:51,Wednesday
EF28BCC4,Deep as Hell,Kaspar Kochker,electronic,Shelbyville,08:21:21,Friday
3FCCEBB0,Let's Have An Earthquake,Vanna,posthardcore,Shelbyville,14:29:51,Friday
BECFFF40,Take It or Leave It,Petra Sihombing,pop,Shelbyville,14:54:58,Monday
7730A659,Violin Concerto in A minor BWV1041: III.  Allegro assai,Elizabeth Wallfisch,classical,Shelbyville,09:20:56,Wednesday
28892362,Pie Fighters (feat. Madchild Dzk & Sicknature),DJ Qbert,hiphop,Shelbyville,09:00:02,Friday
BFC19D4B,All I Need,Airborne Cities,dance,Shelbyville,13:40:13,Wednesday
59F90000,Another Country,Tift Merritt,rock,Shelbyville,14:26:38,Monday
1D75A2B1,Lose Control,unknown,tech,Shelbyville,14:36:14,Wednesday
9C2A33D,Goodpain,Yoke Lore,alternative,Shelbyville,21:39:06,Friday
19A3B312,My Love in Your Heart,Mode One,pop,Shelbyville,20:58:50,Wednesday
D353A48F,unknown,unknown,country,Shelbyville,08:35:18,Monday
703F31E3,Amalfi,Hooverphonic,pop,Shelbyville,14:03:12,Monday
74419961,La Sidi-Brahim,Fanfare du Premier Groupe de Chasseurs Reims,world,Shelbyville,20:33:07,Monday
229FCD65,Duel Of The Fates,Planet Core,soundtrack,Shelbyville,13:34:29,Wednesday
575E741A,Disappear,Dina D'Alessandro,rock,Shelbyville,20:44:30,Wednesday
ECF0C5B6,Do It,Atlas Knox,dance,Shelbyville,08:14:15,Friday
17F32328,I've Got A Feeling,Campbell Brothers,gospel,Shelbyville,21:59:14,Wednesday
3E7DAED,Yellow,DJ Style,electronic,Shelbyville,08:53:50,Wednesday
83603121,The Arrival At Tatooine And The Flag Parade - from Star Wars,The Soundstage Orchestra,soundtrack,Shelbyville,14:35:33,Wednesday
6B77B339,First Hymn from Grand Terrace,Mark Lindsay,rock,Shelbyville,13:08:56,Monday
23BA7909,Nocturne No.13 in C minor Op.48 No.1,Elisabeth Leonskaja,classical,Shelbyville,14:17:26,Friday
33E8B129,Elusive,Scott Matthews,pop,Shelbyville,08:13:11,Friday
5C1B2F32,Zero One,Unreal,rusrock,Shelbyville,14:41:07,Wednesday
7C4F751C,Flow Motion,Shiny Radio,drum,Shelbyville,13:03:33,Wednesday
D4D01395,"Believe It or Not (Theme From ""Greatest American Hero"")",Joey Scarbury,pop,Shelbyville,20:15:14,Monday
C6C09CEE,4²,Chipzel,electronic,Shelbyville,14:33:24,Monday
F97E53A7,Bumpin',Steadlur,rock,Shelbyville,14:24:51,Wednesday
ACB5B537,Astract Base,Marco Guenzati,dance,Shelbyville,20:17:51,Monday
FA3B751,לכל סוף,קיי. ג'י. סי,pop,Shelbyville,09:56:50,Wednesday
9216B3CC,Crazy Love vs. Manilla Maniacs,Kaiia,dance,Shelbyville,14:03:51,Friday
3DADBDD8,ATD,Van Roy Asylum,electronic,Shelbyville,20:49:05,Wednesday
71440F30,I Don't Mind,Oh! Wow,dance,Shelbyville,09:11:39,Wednesday
59C55E89,Always on My Mind,unknown,ruspop,Shelbyville,14:43:20,Wednesday
B13993E3,Tears to Tiara,Susumu Mameda,jpop,Shelbyville,21:24:43,Wednesday
C1AA967,Fornjot,unknown,world,Shelbyville,09:46:37,Wednesday
6A67928E,Sleepless In New Amsterdam,Apollo,rock,Shelbyville,20:30:22,Wednesday
CEEB33EB,I Don't,XXYYXX,pop,Shelbyville,14:53:09,Friday
CCB6ED12,Decimated,Malevolent Creation,extrememetal,Shelbyville,14:33:23,Friday
16E15D1,Always on My Mind,unknown,dance,Shelbyville,09:50:43,Monday
